6.050000000000000000e+02,3.966513470030190547e+01,8.948416931200830094e-05,1.441832810665659263e-03
6.050000000000000000e+02,4.034691895699323538e+01,3.368432067614598579e-03,2.009895622031635312e-02
6.050000000000000000e+02,4.102870321368457240e+01,2.621039609150573217e-06,1.249056693867074653e-04
6.050000000000000000e+02,4.171048747037590232e+01,6.424503102128472550e-06,2.330285535606908354e-04
6.050000000000000000e+02,4.239227172706723934e+01,7.784208417727409325e-06,2.638075935619762797e-04
6.050000000000000000e+02,4.307405598375856925e+01,4.187537480418558416e-04,4.766725436261591391e-03
6.050000000000000000e+02,4.375584024044989917e+01,8.558908424131778363e-04,6.198315733128584998e-03
6.050000000000000000e+02,4.443762449714122909e+01,3.079195833700280427e-04,3.842563391615928716e-03
6.050000000000000000e+02,4.511940875383255900e+01,5.397678803498604178e-04,7.042553965762182906e-03
6.050000000000000000e+02,4.580119301052389602e+01,4.455442563132909874e-04,3.749374729642346738e-03
6.050000000000000000e+02,4.648297726721522594e+01,1.799158130517076017e-03,1.107648685236802162e-02
6.050000000000000000e+02,4.921011429398055981e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.050000000000000000e+02,4.989189855067188972e+01,3.795988399459451114e-06,1.808978660083590312e-04
6.050000000000000000e+02,5.125546706405454955e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.075000000000000000e+02,3.966513470030190547e+01,1.716944923896868982e-04,2.544374164204447637e-03
6.075000000000000000e+02,4.034691895699323538e+01,6.982164927979339110e-03,3.273960292767384012e-02
6.075000000000000000e+02,4.102870321368457240e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.075000000000000000e+02,4.171048747037590232e+01,3.324760975161745173e-05,1.070421810254212252e-03
6.075000000000000000e+02,4.239227172706723934e+01,2.553200936913735156e-05,8.602576210520873753e-04
6.075000000000000000e+02,4.307405598375856925e+01,7.171361843879488652e-04,8.846443554843472223e-03
6.075000000000000000e+02,4.375584024044989917e+01,2.094469839783183376e-03,1.181664850590742784e-02
6.075000000000000000e+02,4.443762449714122909e+01,8.870467488504410252e-04,8.906718279066392491e-03
6.075000000000000000e+02,4.511940875383255900e+01,1.042259364401010475e-03,8.498868576531818514e-03
6.075000000000000000e+02,4.580119301052389602e+01,8.208060542332588222e-04,6.267742692566536863e-03
6.075000000000000000e+02,4.648297726721522594e+01,3.575282038685026476e-03,1.798078549057342129e-02
6.075000000000000000e+02,4.921011429398055981e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.075000000000000000e+02,4.989189855067188972e+01,2.087793619702697922e-05,9.949382630460119545e-04
6.075000000000000000e+02,5.125546706405454955e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000000e+02,3.966513470030190547e+01,1.658257135408603279e-04,2.214410977723603891e-03
6.100000000000000000e+02,4.034691895699323538e+01,7.914978840432450660e-03,3.010068071262128608e-02
6.100000000000000000e+02,4.102870321368457240e+01,1.310519804575286608e-06,6.245283469335373265e-05
6.100000000000000000e+02,4.171048747037590232e+01,1.347963227563152061e-05,6.423720139888269105e-04
6.100000000000000000e+02,4.239227172706723934e+01,4.552717878949567279e-05,1.817723393540280697e-03
6.100000000000000000e+02,4.307405598375856925e+01,8.138669337504036072e-04,7.711291031421842017e-03
6.100000000000000000e+02,4.375584024044989917e+01,2.717469403037864936e-03,1.391694051970254579e-02
6.100000000000000000e+02,4.443762449714122909e+01,1.239171842392305717e-03,1.342103865672693470e-02
6.100000000000000000e+02,4.511940875383255900e+01,9.464528335449499388e-04,7.449701878826806879e-03
6.100000000000000000e+02,4.580119301052389602e+01,8.837507311641655495e-04,7.085034778088888929e-03
6.100000000000000000e+02,4.648297726721522594e+01,3.786434274939714639e-03,1.604574836960263873e-02
